"","Accession","HCC1806_Rep1","HCC1806_Rep2","HCC1806_Rep3","HCC1806_Rep4","MCF10A_Rep1","MCF10A_Rep2","MCF10A_Rep3","MCF10A_Rep4","MCF7_Rep1","MCF7_Rep2","MCF7_Rep3","MCF7_Rep4","MDAMB231_Rep1","MDAMB231_Rep2","MDAMB231_Rep3","MDAMB231_Rep4","Description","hcc1806_mean","hcc1806_sd","mcf7_mean","mcf7_sd","mdam_mean","mdam_sd","mcf10a_mean","mcf10a_sd","mcf10_fc_mdamb231","mcf10_fc_mcf7","mcf10_fc_hcc","fc_mdamb_v_mcf7","fc_mdamb_v_hcc","fc_mdamb_v_mcf10","fc_mcf7_v_hcc","fc_mcf7_v_mcf10","fc_hcc_v_mcf10","MCF10A-HCC1806","MCF7-HCC1806","MDAMB231-HCC1806","MCF7-MCF10A","MDAMB231-MCF10A","MDAMB231-MCF7","p.t_mdam_mcf7","p.t_mdam_hcc","p.t_mdam_mcf10","p.t_mcf7_hcc","p.t_mcf7_mcf10","p.t_hcc_mcf10"
"4168","P82673",609.5,1122.4,912.1,378.7,521.4,518.3,1372.1,575.4,370.9,452.5,706.4,490.4,378.5,723.9,423.5,144,"28S ribosomal protein S35, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS35 PE=1 SV=1",755.675,327.838012591585,505.05,143.194704278243,417.475,238.215733807264,746.8,417.690260041257,0.559018478843064,0.676285484734869,1.01188403856454,0.826601326601327,0.552453104840044,0.559018478843064,0.668342872266517,0.676285484734869,1.01188403856454,0.999972021876618,0.648374607004237,0.416507380766488,0.672694123240638,0.438234195071947,0.975136978519459,"ns","ns","ns","ns","ns","ns"
"4169","Q9H9P8",901,851,934.8,1354,1041.3,1117.4,829.4,961.8,2003.9,2273.8,1841.3,1990.5,1245.9,678.9,1453.1,1304.5,"L-2-hydroxyglutarate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=L2HGDH PE=1 SV=3",1010.2,231.770633745232,2027.375,180.055572439918,1170.6,339.202220904679,987.475,123.050866853238,1.185447732854,2.05308995164435,1.02301324084154,0.577396880202232,1.15878043951693,1.185447732854,2.00690457335181,2.05308995164435,1.02301324084154,0.999003222370312,0.000237309529628527,0.765662079177544,0.00019337691598198,0.688439547760114,0.0010794788862144,"Up in MCF7","ns","ns","Up in MCF7","Up in MCF7","ns"
"4170","P61604",38945.9,32997.1,37414.9,39224.5,37749.8,37656.8,39073.4,32772.5,27082.5,27239.6,42667.7,25863,21796.6,23587,27077.8,36273.4,"10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2",37145.6,2877.81630407502,30713.2,7993.3803808735,27183.7,6444.40217553188,36813.125,2770.35743948322,0.73842413541366,0.834300266548955,1.00903142561247,0.885081984293398,0.73181480444521,0.73842413541366,0.826832787732598,0.834300266548955,1.00903142561247,0.999763825638709,0.388751740313671,0.100456977262229,0.432047123875855,0.115612400656566,0.801989340587236,"ns","ns","ns","ns","ns","ns"
"4171","Q86XL3",1164.1,1224.9,1475,1114.3,1107.5,1385.2,1333.5,1085.6,2787.8,2187.7,923.1,1875.7,971.3,747,872.5,761.1,"Ankyrin repeat and LEM domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ANKLE2 PE=1 SV=4",1244.575,160.135970870591,1943.575,778.521913093438,837.975,105.124921720145,1227.95,153.449329313186,0.682417850889694,1.58278024349526,1.01353882487072,0.431151357678505,0.673302131249623,0.682417850889694,1.56163750677942,1.58278024349526,1.01353882487072,0.999927266787642,0.125443563532513,0.517629324324887,0.114204424413625,0.550441240224254,0.0110913500299723,"Up in MCF7","ns","ns","ns","ns","ns"
"4172","Q5JTD0",105.2,147.8,141,145.5,106.8,241.9,141.8,92,157.5,157.4,116.7,125,295.4,230.4,322.1,194.4,"Tight junction-associated protein 1 OS=Homo sapiens OX=9606 GN=TJAP1 PE=1 SV=1",134.875,19.9838893445028,139.15,21.4010124371099,260.575,58.5598483035376,145.625,67.4945121225916,1.78935622317597,0.955536480686695,0.92618025751073,1.87261947538627,1.93197405004634,1.78935622317597,1.03169601482855,0.955536480686695,0.92618025751073,0.987726601292528,0.99919596107076,0.0121014264814145,0.997233995494302,0.0213222310084786,0.0151551937087843,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","ns","ns","ns"
"4173","P52597",10930.1,9382.7,9083.6,13751,11953.1,11382.6,9353.4,10415,11488.1,11102.1,10183.6,12406.1,10525,8348.3,11416.6,6625.5,"Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3",10786.85,2135.36909924256,11294.975,920.914615567951,9228.85,2161.71647925131,10776.025,1141.29162611198,0.856424330864117,1.04815783185358,1.00100454481128,0.817075735006054,0.855564877605603,0.856424330864117,1.04710596698758,1.04815783185358,1.00100454481128,0.999999715212468,0.972910008507735,0.576509116637212,0.971243645300155,0.581775800542999,0.350262266463252,"ns","ns","ns","ns","ns","ns"
"4174","Q9Y2U8",312.8,260.5,275.1,100.1,201,159.6,240.8,270.2,248.1,187.8,225.5,220.1,162.4,138.4,100.2,278.8,"Inner nuclear membrane protein Man1 OS=Homo sapiens OX=9606 GN=LEMD3 PE=1 SV=2",237.125,93.9699375687069,220.375,24.8739991423441,169.95,76.9540772149209,217.9,48.1116756446222,0.779944928866452,1.01135842129417,1.08822854520422,0.771185479296653,0.716710595677385,0.779944928866452,0.929362150764365,1.01135842129417,1.08822854520422,0.975884891363181,0.983754795605428,0.506471544032248,0.999944487332264,0.741418133594295,0.711926795788361,"ns","ns","ns","ns","ns","ns"
"4175","Q02224",160.2,224,190.3,387.5,269.9,303.1,157.7,179.5,227.8,300.5,137,226.9,476,110.6,795.2,1912.9,"Centromere-associated protein E OS=Homo sapiens OX=9606 GN=CENPE PE=1 SV=2",240.5,101.405752631035,223.05,66.9340222408106,823.675,778.155037572848,227.55,69.9741618980416,3.6197539002417,0.98022412656559,1.05691056910569,3.69278188746918,3.42484407484407,3.6197539002417,0.927442827442827,0.98022412656559,1.05691056910569,0.999962153595706,0.999907477908919,0.212244877632825,0.999998410586523,0.197891411873864,0.193094172730457,"ns","ns","ns","ns","ns","ns"
"4176","Q9HA77",2863.9,3033.2,2993.4,1309.3,2636.1,1449.7,3600.5,2634.9,559,677.1,840.8,783.1,1221.4,1839.5,1108,1824.8,"Probable cysteine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=CARS2 PE=1 SV=1",2549.95,830.252068149587,715,124.144619966661,1498.425,388.169777073555,2580.3,880.370982408363,0.580717358446692,0.277099562066426,0.988237801805991,2.0956993006993,0.587629169199396,0.580717358446692,0.280397654855978,0.277099562066426,0.988237801805991,0.999884453625535,0.00738625304510288,0.145623717263806,0.00657525606809961,0.130739680700392,0.348748914100996,"ns","ns","ns","Up in HCC1806","Up in MCF10A","ns"
"4177","Q13795",431,323.5,336.6,701.9,409.3,457.6,406.2,408.3,570.9,474.4,598.9,615.8,811.7,344.8,805.9,968.1,"ADP-ribosylation factor-related protein 1 OS=Homo sapiens OX=9606 GN=ARFRP1 PE=1 SV=1",448.25,175.749983404456,565,63.1744146523469,732.625,269.245109828696,420.35,24.8669124205908,1.74289282740573,1.34411799690734,1.06637326037826,1.2966814159292,1.63441160066927,1.74289282740573,1.26045733407697,1.34411799690734,1.06637326037826,0.994862873579937,0.749650273830031,0.120328959776741,0.612073935567827,0.0808038416553629,0.498626420581351,"ns","ns","ns","ns","ns","ns"
"4178","Q86SF2",2513.4,2827.1,2537.7,1419.8,1968.1,1724.9,2761.8,2618.4,1921,2172.5,2600.9,2281,2591.3,3399.4,2334.6,2864.5,"N-acetylgalactosaminyltransferase 7 OS=Homo sapiens OX=9606 GN=GALNT7 PE=1 SV=1",2324.5,619.738197413499,2243.85,281.772822204934,2797.45,455.91207120087,2268.3,500.50503160974,1.23328043027818,0.989221002512895,1.02477626416259,1.24671880918956,1.20346311034631,1.23328043027818,0.965304366530437,0.989221002512895,1.02477626416259,0.998292623670932,0.995021877552233,0.526446909348005,0.999857941312581,0.43580231516224,0.398920855788574,"ns","ns","ns","ns","ns","ns"
"4179","P78330",273.6,163.3,257.9,348.7,245.4,277,222.7,256.2,244.5,271,268.3,275.7,344.2,290.6,409.2,293.7,"Phosphoserine phosphatase OS=Homo sapiens OX=9606 GN=PSPH PE=1 SV=2",260.875,76.168426310819,264.875,13.9232120336269,334.425,55.5757965904823,250.325,22.6087556785714,1.33596324777789,1.0581244382303,1.04214521122541,1.26257668711656,1.28193579300431,1.33596324777789,1.01533301389554,1.0581244382303,1.04214521122541,0.989681990869761,0.999416495990442,0.2005313354869,0.97395141423987,0.124158538602546,0.238261798910384,"ns","ns","ns","ns","ns","ns"
"4180","Q9HCK8",315.3,357.8,368.4,425.9,333.5,535.3,370.6,254.8,370.8,478.6,494.9,453.2,382,299.2,353.2,694.5,"Chromodomain-helicase-DNA-binding protein 8 OS=Homo sapiens OX=9606 GN=CHD8 PE=1 SV=5",366.85,45.5653742806238,449.375,55.1219481392545,432.225,178.186538492671,373.55,118.148677521164,1.15707401954223,1.20298487484942,0.982063980725472,0.961835883171071,1.17820635136977,1.15707401954223,1.2249557039662,1.20298487484942,0.982063980725472,0.999774396372469,0.732781618487997,0.843866411217596,0.778517927626607,0.880704680418596,0.996284945968274,"ns","ns","ns","ns","ns","ns"
"4181","Q5T6F2",121.3,103,105.9,180.5,115.4,142.2,112.1,123.6,110,99.3,114.8,118.5,162.3,91.8,202.9,253.1,"Ubiquitin-associated protein 2 OS=Homo sapiens OX=9606 GN=UBAP2 PE=1 SV=1",127.675,36.120758113122,110.65,8.32846524476949,177.525,68.1567983892045,123.325,13.480201531629,1.43948915467261,0.897222785323333,1.03527265355767,1.60438319023949,1.39044448795771,1.43948915467261,0.866653612688467,0.897222785323333,1.03527265355767,0.998562967265402,0.926459907791199,0.32397953198519,0.967313664849387,0.260508353290624,0.129571596790547,"ns","ns","ns","ns","ns","ns"
"4182","Q6GMV2",643.1,1137.5,835.4,1027.2,548.1,1617.1,978.8,782.5,574.9,920.7,687,614.4,748.9,1312.6,1298.3,3293.6,"Histone-lysine N-trimethyltransferase SMYD5 OS=Homo sapiens OX=9606 GN=SMYD5 PE=1 SV=2",910.8,217.784526539421,699.25,154.760686222309,1663.35,1118.06692256472,981.625,458.777777542316,1.69448618362409,0.712339233413982,0.927849229593786,2.37876296031462,1.82625164690382,1.69448618362409,0.767731664470795,0.712339233413982,0.927849229593786,0.99840395512521,0.961325197096316,0.355983293162386,0.915176362430611,0.436297570451451,0.177529747593363,"ns","ns","ns","ns","ns","ns"
"4183","O43660",1410.3,1156,1254.6,1608,1272.1,1646.5,1225.8,1245,1004.1,1175.8,880.5,1186.2,1841.3,1286.6,1983.8,1603.7,"Pleiotropic regulator 1 OS=Homo sapiens OX=9606 GN=PLRG1 PE=1 SV=1",1357.225,197.254866860111,1061.65,146.822171350243,1678.85,304.900032797637,1347.35,200.335726552538,1.24603852005789,0.787954132185401,1.00732920176643,1.58135920501107,1.23697249903295,1.24603852005789,0.782221076092763,0.787954132185401,1.00732920176643,0.999902676690717,0.278370749035632,0.218191325064527,0.30416588145175,0.198279753318118,0.00873586719902875,"Up in MDAMB231","ns","ns","ns","ns","ns"
"4184","P07195",24993.6,25085.4,25989.5,32584.4,28843.2,27435.3,24431.7,28079,2774.1,2767.2,2486.1,2883.6,17488.7,14521.3,17435,11883.5,"L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2",27163.225,3641.94994142332,2727.75,169.694401793341,15332.125,2684.73155501625,27197.3,1931.45619158189,0.563737025366489,0.100294882212573,0.998747118280123,5.62079552744936,0.564444207195574,0.563737025366489,0.100420697468728,0.100294882212573,0.998747118280123,0.999997140171178,4.31438660353223e-08,9.75525460410465e-05,4.2462221960804e-08,9.48937354005031e-05,5.27147792775962e-05,"Up in MDAMB231","Up in HCC1806","Up in MCF10A","Up in HCC1806","Up in MCF10A","ns"
"4185","P09669",356.3,527.8,432.7,482.9,395.4,362.9,625.5,416.8,542.8,514.9,728.6,586.5,370.1,838.1,316.9,473.8,"Cytochrome c oxidase subunit 6C OS=Homo sapiens OX=9606 GN=COX6C PE=1 SV=2",449.925,73.5169084859622,593.2,94.9545505316447,499.725,234.803014957929,450.15,118.981749300751,1.11012995668111,1.31778296123514,0.99950016661113,0.842422454484154,1.1106851141857,1.11012995668111,1.31844196254931,1.31778296123514,0.99950016661113,0.999999995944508,0.522269761443693,0.960561241763523,0.523514933714591,0.961055974744545,0.79806129476542,"ns","ns","ns","ns","ns","ns"
"4186","O75607",351.3,458.4,422.6,327.6,358.8,362.1,460.9,397.3,225.9,191.9,245.9,337.3,359.6,435.5,314.4,103.4,"Nucleoplasmin-3 OS=Homo sapiens OX=9606 GN=NPM3 PE=1 SV=3",389.975,60.9173415375294,250.25,62.1671671114799,303.225,142.278749291663,394.775,47.4016437830307,0.768095750744095,0.633905389145716,0.987841175353049,1.21168831168831,0.77754984293865,0.768095750744095,0.641707801782165,0.633905389145716,0.987841175353049,0.99981759730215,0.157637423391609,0.514124715910626,0.139189733199009,0.470767028196182,0.822938865814164,"ns","ns","ns","ns","ns","ns"
"4187","Q16637",483.6,452.2,509.9,141.2,323.9,295.4,432.5,410.1,302.6,221.2,615.4,361.8,274.3,492.6,244.9,267.1,"Survival motor neuron protein OS=Homo sapiens OX=9606 GN=SMN1 PE=1 SV=1",396.725,171.975141129951,375.25,170.159092224502,319.725,115.927229329438,365.475,66.1380563669662,0.874820439154525,1.02674601545933,1.08550516451194,0.852031978680879,0.80591089545655,0.874820439154525,0.945869304934148,1.02674601545933,1.08550516451194,0.988103604576096,0.996041644582333,0.858401082073597,0.999619963458781,0.964609923392035,0.939601098155108,"ns","ns","ns","ns","ns","ns"
"4188","Q9UBQ5",4961,5094.2,5222,2112.4,3888.2,2677.5,5316.7,4724.6,2674.5,2132.6,4514.7,2667.7,2739.9,5558.1,2680.3,2852.4,"Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens OX=9606 GN=EIF3K PE=1 SV=1",4347.4,1493.80558306628,2997.375,1042.91975202633,3457.675,1402.1003111404,4151.75,1144.28103919739,0.83282350815921,0.721954597458903,1.04712470644909,1.15356770507527,0.795343193632976,0.83282350815921,0.68946381745411,0.721954597458903,1.04712470644909,0.996268131636158,0.474256856373509,0.763199448318605,0.596643828087014,0.868789611835868,0.955857400587546,"ns","ns","ns","ns","ns","ns"
"4189","Q9NRA8",72.3,150.1,132.2,114.2,159.4,123.9,101.3,93.3,139,119.2,130.9,118.4,62,115.5,71,1256.5,"Eukaryotic translation initiation factor 4E transporter OS=Homo sapiens OX=9606 GN=EIF4ENIF1 PE=1 SV=2",117.2,33.3287663538071,126.875,9.89861101367258,376.25,587.299256484006,119.475,29.6031952104273,3.14919439213225,1.06193764385855,0.980958359489433,2.96551724137931,3.21032423208191,3.14919439213225,1.08255119453925,1.06193764385855,0.980958359489433,0.999999503316047,0.999961834241144,0.612760495850169,0.999982915652381,0.61913637193703,0.63987115750132,"ns","ns","ns","ns","ns","ns"
"4190","Q9H0E9",235,248.2,325.2,614.9,288.7,423.5,305.5,330.3,547.7,841.9,427.7,590,268.2,211.7,434,358.6,"Bromodomain-containing protein 8 OS=Homo sapiens OX=9606 GN=BRD8 PE=1 SV=2",355.825,177.237662946301,601.825,174.188468332436,318.125,98.1224192866578,337,60.1450469005276,0.943991097922849,1.78583086053412,1.05586053412463,0.528600506791841,0.894049040961147,0.943991097922849,1.69135108550552,1.78583086053412,1.05586053412463,0.997248268137736,0.103289287491004,0.979028020530432,0.0745949005373012,0.997226543368194,0.053465247123919,"ns","ns","ns","ns","ns","ns"
"4191","Q96MF7",194.4,329.5,377.1,91.1,247.7,151.4,398.4,160.3,188.8,190.8,331.2,237.8,61.6,142.5,62.5,0.1,"E3 SUMO-protein ligase NSE2 OS=Homo sapiens OX=9606 GN=NSMCE2 PE=1 SV=2",248.025,130.127664878252,237.15,66.6630082329523,66.675,58.3804975997978,239.45,114.529021067442,0.278450615994988,0.990394654416371,1.0358112340781,0.281151170145478,0.268823707287572,0.278450615994988,0.956153613547021,0.990394654416371,1.0358112340781,0.999268502321702,0.99851446454375,0.0883347206042918,0.999985789087514,0.108628058434928,0.114750396891646,"ns","ns","ns","ns","ns","ns"
"4192","P28288",857,1544.4,1309.8,720.4,895,1040.5,1678.2,755.2,673.5,779.1,889.2,726,771.8,1554.8,940,1717.1,"ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3 PE=1 SV=1",1107.9,384.882198427865,766.95,92.1999457700491,1245.925,460.360100899285,1092.225,407.645976921151,1.14072192084964,0.702190482730207,1.01435143857722,1.6245191994263,1.12458254355086,1.14072192084964,0.692255618738153,0.702190482730207,1.01435143857722,0.999915214179291,0.569177325356596,0.949099397173095,0.604419710375837,0.931813945845002,0.297550176410374,"ns","ns","ns","ns","ns","ns"
"4193","Q9NYY8",403.9,920.4,744.4,411.9,539.2,501.7,832.5,482.8,466.7,318.9,434.6,426,422.7,568.2,514.2,436.4,"FAST kinase domain-containing protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD2 PE=1 SV=1",620.15,255.421383860736,411.55,64.2018950914483,485.375,68.3558519806461,589.05,163.983749194852,0.823996265172736,0.698667345726169,1.05279687632629,1.1793828210424,0.782673546722567,0.823996265172736,0.663629766991857,0.698667345726169,1.05279687632629,0.992193719622635,0.295661202171177,0.638382485722786,0.424615546621856,0.7933052872944,0.910966556478053,"ns","ns","ns","ns","ns","ns"
"4194","Q96N21",40.6,41.4,34.5,61.1,53.7,71.1,33.1,30.2,71.5,64.6,29.9,51.6,106.8,40.3,58.6,135.8,"AP-4 complex accessory subunit Tepsin OS=Homo sapiens OX=9606 GN=TEPSIN PE=1 SV=1",44.4,11.5519118186847,54.4,18.2988159908412,85.375,43.7811508147818,47.025,19.1585272572467,1.81552365762892,1.15683147262095,0.944178628389155,1.56939338235294,1.92286036036036,1.81552365762892,1.22522522522523,1.15683147262095,0.944178628389155,0.998929766438821,0.947704587426986,0.175884989148035,0.977730848683649,0.218200625060958,0.379634301600538,"ns","ns","ns","ns","ns","ns"
"4195","Q9UHR6",531.1,458,449.6,943.9,537.3,716.9,464.4,610.3,566.2,487.9,390.4,460.5,464.9,360,664.4,1093,"Zinc finger HIT domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ZNHIT2 PE=1 SV=1",595.65,235.033962084915,476.25,72.6750988991415,645.575,323.903302185493,582.225,107.744369535798,1.10880673279231,0.817982738631972,1.02305809609687,1.35553805774278,1.08381599932846,1.10880673279231,0.799546713674138,0.817982738631972,1.02305809609687,0.999720985905146,0.851936788916976,0.986329269306071,0.890286403548016,0.972932746920434,0.674245456637126,"ns","ns","ns","ns","ns","ns"
"4196","Q7L2J0",29.2,20.9,16,0.1,0.1,0.1,16.5,26.6,18.8,15.9,26.4,22.4,11.9,20.3,5.6,0.1,"7SK snRNA methylphosphate capping enzyme OS=Homo sapiens OX=9606 GN=MEPCE PE=1 SV=1",16.55,12.2454073023318,20.875,4.54266808531433,9.475,8.67885361093273,10.825,13.0525540284906,0.875288683602771,1.9284064665127,1.52886836027714,0.453892215568862,0.572507552870091,0.875288683602771,1.26132930513595,1.9284064665127,1.52886836027714,0.855979617900047,0.930238787106159,0.762752242227604,0.526473551320757,0.99754255637594,0.424587801222058,"ns","ns","ns","ns","ns","ns"
"4197","Q92805",167.1,152.2,183.5,105,170.2,145.8,138.3,148.8,186.4,144.1,302,179.4,138.3,201.9,117,0.1,"Golgin subfamily A member 1 OS=Homo sapiens OX=9606 GN=GOLGA1 PE=1 SV=3",151.95,33.8097126084601,202.975,68.5631764627826,114.325,84.2589016068926,150.775,13.682196461095,0.758249046592605,1.34621124191676,1.00779306914276,0.563246705259268,0.752385653175387,0.758249046592605,1.33580125041132,1.34621124191676,1.00779306914276,0.999990706658431,0.603643386464545,0.790369950038556,0.58675259336849,0.805245853780571,0.18169792925594,"ns","ns","ns","ns","ns","ns"
"4198","P40227",34093,29748.2,31749.1,36526.1,33873.2,33788.3,29311.5,35697.3,23150.3,23489.4,23030.1,24333.8,25409,22748.7,24459.2,17202.5,"T-complex protein 1 subunit zeta OS=Homo sapiens OX=9606 GN=CCT6A PE=1 SV=3",33029.1,2930.50604389981,23500.9,588.338808284252,22454.85,3670.51084046894,33167.575,2717.35343962344,0.677012111979848,0.708550444221502,0.995824988712621,0.955488938721496,0.679850495472175,0.677012111979848,0.711521052647514,0.708550444221502,0.995824988712621,0.99985952119094,0.0016838340797104,0.000701635922495281,0.00149650603825291,0.00062658116248937,0.946924608080984,"ns","Up in HCC1806","Up in MCF10A","Up in HCC1806","Up in MCF10A","ns"
"4199","Q9NWH9",1217.6,1275.8,1335.1,937.7,989.1,941.9,1695.3,1274.7,1618.4,1549.6,1867.4,1549,1185.6,1263.3,1014.9,704.5,"SAFB-like transcription modulator OS=Homo sapiens OX=9606 GN=SLTM PE=1 SV=2",1191.55,175.900625354204,1646.1,151.086774184021,1042.075,247.813967524028,1225.25,346.143684038868,0.850499897980004,1.34348092226076,0.972495409100184,0.633056922422696,0.874554152154757,0.850499897980004,1.38147790692795,1.34348092226076,0.972495409100184,0.997154743701877,0.0857887744973849,0.81901285105049,0.118790550332344,0.714018267040355,0.01896990398179,"Up in MCF7","ns","ns","ns","ns","ns"
"4200","Q9NZ09",69.4,147.6,120.6,98,99.2,123.2,166.8,62.8,51.7,44.6,84.1,70,96.7,191.1,109.5,110.1,"Ubiquitin-associated protein 1 OS=Homo sapiens OX=9606 GN=UBAP1 PE=1 SV=1",108.9,33.2347208001913,62.6,17.8868666903961,126.85,43.2768991495463,113,43.6232353988865,1.12256637168142,0.553982300884956,0.963716814159292,2.02635782747604,1.16483011937557,1.12256637168142,0.574839302112029,0.553982300884956,0.963716814159292,0.998434282227884,0.312952159169144,0.893555393767863,0.249448451770846,0.946615697910241,0.10687294401709,"ns","ns","ns","ns","ns","ns"
"4201","Q99961",3603.6,4519.8,3905.2,2821.1,3406.9,3454.3,4228.4,3497.5,3068.7,2789.7,2643.6,2536,3679,5272.9,3854.6,6872,"Endophilin-A2 OS=Homo sapiens OX=9606 GN=SH3GL1 PE=1 SV=1",3712.425,706.002768526205,2759.5,230.869183738324,4919.625,1484.3629393896,3646.775,389.511363762343,1.34903442082388,0.756695984808495,1.01800220742985,1.78279579633992,1.32517828643003,1.34903442082388,0.74331467975784,0.756695984808495,1.01800220742985,0.99951040644674,0.424327610802924,0.240196906529468,0.482468590118713,0.204243823898199,0.0170968115605262,"Up in MDAMB231","ns","ns","ns","ns","ns"
"4202","O60936",1732.3,1622.7,1578.7,2140.7,1668.8,1985.3,1535,1817,3336.6,3218.5,2923.7,3214.8,2317.2,1979.2,2624.8,3916.4,"Nucleolar protein 3 OS=Homo sapiens OX=9606 GN=NOL3 PE=1 SV=2",1768.6,256.336315543987,3173.4,175.814580358589,2709.4,846.762272817269,1751.525,193.790460291522,1.54688057549849,1.81179258075106,1.00974864760709,0.853784584357472,1.53194617211354,1.54688057549849,1.79430057672735,1.81179258075106,1.00974864760709,0.999945404475525,0.00486602706834405,0.0578443249479919,0.00444910909920671,0.0528652942085409,0.509947949261142,"ns","ns","ns","Up in MCF7","Up in MCF7","ns"
